stablecoin_type,stablecoin_size,market_regime,return_to_liquidity_ratio,total_return,total_risk
USDT,2.25,stress,2.0159981903223243,0.07564881238123625,12.508082058205497
USDT,2.25,extreme,1.2599988689514476,0.07564881238123813,20.012931293129373
USDT,2.3,normal,2.7,0.041302488026741774,4.993245700953819
USDT,2.3,stress,1.9939548368637217,0.0756484358272686,12.646297102405041
USDT,2.3,extreme,1.2462217730022969,0.0756484358435872,20.23407536882222
USDT,2.35,normal,2.7,0.04130210473808049,5.047228304409755
USDT,2.35,stress,1.97261868478585,0.07564805929547566,12.783017802498426
USDT,2.35,extreme,1.2328866779843735,0.075648059304382,20.45282848651799
USDT,2.4,normal,2.7,0.07049474245407455,5.3481987358400005
USDT,2.4,stress,1.951952706641065,0.0756476827674577,12.91829160103522
USDT,2.4,extreme,1.219970441650158,0.07564768276827874,20.669266561889284
USDT,2.45,normal,2.7,0.06640044559137784,5.496795382705792
USDT,2.45,stress,1.9319225334156336,0.07564730623062574,13.05216348347079
USDT,2.45,extreme,1.207451583384727,0.07564730623062033,20.883461573552527
USDT,2.5,normal,2.7,0.07035878777382608,5.817346177112398
USDT,2.5,stress,1.9124962141695325,0.07564692969296954,13.184676154739103
USDT,2.5,extreme,1.195310133856434,0.07564692969203275,21.095481847312918
USDT,2.55,normal,2.7,0.07555753947896882,5.992245532189372
USDT,2.55,stress,1.8936440016280862,0.07564655315493778,13.31587019346467
USDT,2.55,extreme,1.1835275010159354,0.07564655315531425,21.305392309678634
USDT,2.6,normal,2.7,0.05884557249527026,6.009394143238741
USDT,2.6,stress,1.8753381605691581,0.0756461766015069,13.445784195448526
USDT,2.6,extreme,1.1720863503240628,0.07564617661765952,21.51325471789246
USDT,2.65,normal,2.7,0.05855614944572263,7.016797408911069
USDT,2.65,stress,1.8575527959403786,0.07564580007999668,13.57445492178708
USDT,2.65,extreme,1.1609704974628776,0.07564580007993493,21.719127874838964
USDT,2.7,normal,2.7,0.07040809977277296,6.516561608951625
USDT,2.7,stress,1.8402636992670853,0.07564542353685363,13.70191738770566
USDT,2.7,extreme,1.1501648120331,0.07564542354240551,21.923067822106336
USDT,2.75,normal,2.7,0.07454944642887801,6.328326214382314
USDT,2.75,stress,1.8234482099384612,0.07564504637330383,13.828204892432296
USDT,2.75,extreme,1.139655130923554,0.07564504700470143,22.12512801815761
USDT,2.8,normal,2.7,0.052670243845170606,5.526563188930691
USDT,2.8,stress,1.8070850883686662,0.0756446704670913,13.953349688951096
USDT,2.8,extreme,1.1294281802456734,0.07564467045989048,22.325359499894965
USDT,2.85,normal,2.7,0.07510979400136547,6.399468868650919
USDT,2.85,stress,1.791154407583985,0.0756442939293974,14.077381903184788
USDT,2.85,extreme,1.119471504739986,0.07564429392939408,22.523811045094767
USDT,2.9,normal,2.7,0.05642019591656666,5.660264221158688
USDT,2.9,stress,1.7756374466134925,0.07564391739173994,14.200330804393376
USDT,2.9,extreme,1.1097734041951741,0.07564391739620152,22.72052928710545
USDT,2.95,normal,2.7,0.0753112186056312,6.504345426105999
USDT,2.95,stress,1.7605166002553225,0.07564354085408498,14.322224291649132
USDT,2.95,extreme,1.100322875159578,0.07564354085408322,22.91555886663805
USDT,3.0,normal,2.7,0.07307035473416623,5.813792403405989
USDT,3.0,stress,1.7457752946143357,0.07564316431645361,14.443089086705582
USDT,3.0,extreme,1.0911095591339066,0.07564316431643328,23.108942538723852
USDT,3.05,normal,2.7,0.0622818117684563,6.507669687047192
USDT,3.05,stress,1.7313979107040853,0.07564278777878151,14.562950802380033
USDT,3.05,extreme,1.0821236943598824,0.07564278763591999,23.300721236144696
USDT,3.1,normal,2.7,0.058085755423503915,6.3271110326509135
USDT,3.1,stress,1.7173697148554774,0.0756424112411265,14.681834005962632
USDT,3.1,extreme,1.0733560717847248,0.07564241124105818,23.49093440951787
USDT,3.15,normal,2.7,0.05424528439288311,6.159079716644071
USDT,3.15,stress,1.703676795223903,0.07564203470340206,14.79976227796598
USDT,3.15,extreme,1.0647979970148587,0.07564203470347106,23.67961964476896
USDT,3.2,normal,2.7,0.07180407404795872,7.038517520596514
USDT,3.2,stress,1.6903060037750315,0.07564165816582172,14.916758266824273
USDT,3.2,extreme,1.0564412523593931,0.07564165816581885,23.866813226917973
USDT,3.25,normal,2.7,0.06990748245175424,7.133832046797426
USDT,3.25,stress,1.6772449032332717,0.07564128161230245,15.032843736075083
USDT,3.25,extreme,1.0482780645001066,0.07564128162816804,24.052549983239786
USDT,3.3,normal,2.7,0.06304529425638256,6.492661543049161
USDT,3.3,stress,1.6644817182699432,0.07564090509051924,15.14803962904444
USDT,3.3,extreme,1.040301073918677,0.0756409050905087,24.236863406468593
USDT,3.35,normal,2.7,0.07293932235059272,6.537949533439363
USDT,3.35,stress,1.6520052911983518,0.0756405285528762,15.262366078340897
USDT,3.35,extreme,1.032503306998961,0.07564052855287545,24.4197857253454
USDT,3.4,normal,2.7,0.05950853199648679,5.7510029625943115
USDT,3.4,stress,1.6398050406345763,0.07564015200981147,15.375842480343483
USDT,3.4,extreme,1.0248781503939224,0.07564015201509902,24.601347970333823
USDT,3.45,normal,2.7,0.07302682013094908,6.735154559304406
USDT,3.45,stress,1.627870923910735,0.07563977547679583,15.488487521906164
USDT,3.45,extreme,1.017419327443438,0.07563977547754554,24.78158003531427
USDT,3.5,normal,2.7,0.07526212100561953,7.277359383285094
USDT,3.5,stress,1.6161934023229263,0.0756393989399027,15.600319209154776
USDT,3.5,extreme,1.0101208764525138,0.07563939893905915,24.960510734352354
USDT,3.55,normal,2.7,0.07518136279974702,7.454043232655932
USDT,3.55,stress,1.6047634090516996,0.07563902238769152,15.711354907738656
USDT,3.55,extreme,1.0029771306538222,0.07563902240223831,25.138167857303866
USDT,3.6,normal,2.7,0.07592113959534089,6.370250968563301
USDT,3.6,stress,1.5935723195471285,0.07563864586458892,15.821611385687302
USDT,3.6,extreme,0.9959826997169506,0.07563864586459024,25.31457821710024
USDT,3.65,normal,2.7,0.07480179936930066,7.206429302089994
USDT,3.65,stress,1.5826119242280425,0.07563826932560151,15.93110481217011
USDT,3.65,extreme,0.9891324526452562,0.0756382693183244,25.489767696949485
USDT,3.7,normal,2.7,0.06412682859577837,7.881961639558432
USDT,3.7,stress,1.571874403098774,0.07563789278928423,16.039850817633738
USDT,3.7,extreme,0.9824215019370921,0.07563789278830954,25.6637613078739
USDT,3.75,normal,2.7,0.07338393004374,6.7517594948433315
USDT,3.75,stress,1.5613523023375826,0.07563751625037322,16.147864501204566
USDT,3.75,extreme,0.9758451889607578,0.07563751625162429,25.83658320236078
USDT,3.8,normal,2.7,0.0714435285171671,6.788176872102706
USDT,3.8,stress,1.5510385125460933,0.07563713970485007,16.255160460348296
USDT,3.8,extreme,0.9693990703253075,0.07563713971397162,26.00825674012306
USDT,3.85,normal,2.7,0.06391597233564077,7.306094452260583
USDT,3.85,stress,1.5409262484401485,0.07563676316767373,16.36175281895969
USDT,3.85,extreme,0.9630789052745409,0.07563676317632129,26.17880451334353
USDT,3.9,normal,2.7,0.07479650317354694,6.833282415535495
USDT,3.9,stress,1.5310090303320865,0.0756363866377929,16.467655238973748
USDT,3.9,extreme,0.9568806439569385,0.07563638663848957,26.34824838261763
USDT,3.95,normal,2.7,0.07501140663696652,7.834629928964169
USDT,3.95,stress,1.5212806664412204,0.07563601009395768,16.57288094223388
USDT,3.95,extreme,0.9508004165157918,0.07563601010101197,26.516609510325388
USDT,4.0,normal,2.7,0.07165938943446021,7.17557397853638
USDT,4.0,stress,1.5117352366931522,0.07563563356335544,16.677442744274177
USDT,4.0,extreme,0.9448345229332108,0.07563563356335795,26.68390839083983
USDT,4.05,normal,2.7,0.0650631511253737,6.708589505210361
USDT,4.05,stress,1.5023670777033142,0.07563525702570324,16.781353050176374
USDT,4.05,extreme,0.9389794235646449,0.07563525702572566,26.85016488028806
USDT,4.1,normal,2.7,0.06705215083817413,7.107132027473767
USDT,4.1,stress,1.4931707684970166,0.07563488048807566,16.884623889828667
USDT,4.1,extreme,0.9332317303106419,0.07563488048804798,27.015398223715785
USDT,4.15,normal,2.7,0.06659020315660484,7.884040434090379
USDT,4.15,stress,1.4841411174020804,0.07563450395039832,16.98726692575635
USDT,4.15,extreme,0.9275881983762999,0.07563450395039624,27.17962708120943
USDT,4.2,normal,2.7,0.06649196718166908,6.895859218584664
USDT,4.2,stress,1.4752731497142433,0.07563412741151648,17.089293469973484
USDT,4.2,extreme,0.9220457185704319,0.07563412741275495,27.342869552434063
USDT,4.25,normal,2.7,0.05942519633606528,7.023715982658329
USDT,4.25,stress,1.466562096172433,0.07563375086342437,17.19071449726318
USDT,4.25,extreme,0.9166013101053978,0.07563375087508785,27.505143199933862
USDT,4.3,normal,2.7,0.07740729908995664,7.202185622177685
USDT,4.3,stress,1.458003382181148,0.07563337431844856,17.291540665084586
USDT,4.3,extreme,0.9112521138618536,0.07563337430237102,27.666465058295632
USDT,4.35,normal,2.7,0.07563299779987073,6.956712929906193
USDT,4.35,stress,1.449592617699892,0.07563299779978208,17.391782324745144
USDT,4.35,extreme,0.9059953860624317,0.07563299779978142,27.826851719592007
USDT,4.4,normal,2.7,0.07316194735321722,6.867961908272907
USDT,4.4,stress,1.441325587816815,0.07563262126212814,17.491449515046618
USDT,4.4,extreme,0.9008284923855301,0.07563262126205923,27.986319224048454
USDT,4.45,normal,2.7,0.06826837115736584,8.354713947401608
USDT,4.45,stress,1.4331982438189863,0.07563224472447085,17.59055200508215
USDT,4.45,extreme,0.895748902388065,0.07563224472197595,28.14488320716535
USDT,4.5,normal,2.7,0.05518747026630962,6.621650332860468
USDT,4.5,stress,1.4252066948887538,0.07563186818631513,17.689099285868537
USDT,4.5,extreme,0.8907541843052705,0.07563186818681934,28.30255885758471
USDT,4.55,normal,2.7,0.06309272728365743,7.496580122231052
USDT,4.55,stress,1.4173472002661371,0.07563149164917604,17.78710058598077
USDT,4.55,extreme,0.8858420001663221,0.07563149164917113,28.45936093756782
USDT,4.6,normal,2.7,0.07545015569558527,8.615969219771488
USDT,4.6,stress,1.4096161618917515,0.07563111511151284,17.884564880417134
USDT,4.6,extreme,0.8810101011823611,0.07563111511151688,28.615303808668408
USDT,4.65,normal,2.7,0.05579918735669358,6.779694542337456
USDT,4.65,stress,1.4020101174832795,0.07563073857381179,17.9815009013808
USDT,4.65,extreme,0.8762563234254338,0.07563073857385673,28.770401442279432
USDT,4.7,normal,2.7,0.07563036203629422,7.2311668588116165
USDT,4.7,stress,1.394525734007231,0.07563036203614659,18.07791714698096
USDT,4.7,extreme,0.8715785838082097,0.07563036201622338,28.924667425768146
USDT,4.75,normal,2.7,0.07562998549846658,7.269528755894152
USDT,4.75,stress,1.3871598015610207,0.0756299854985547,18.17382188974564
USDT,4.75,extreme,0.8669748759759756,0.07562998549811371,29.078115023412153
USDT,4.8,normal,2.7,0.06936744227952732,7.5253283770476065
USDT,4.8,stress,1.3799092275702451,0.07562960896089957,18.269223185080747
USDT,4.8,extreme,0.8624432672323402,0.07562960895322275,29.23075709313036
USDT,4.85,normal,2.7,0.07259584596335672,7.945856912995975
USDT,4.85,stress,1.3727710313347252,0.07562923242325667,18.364128879216292
USDT,4.85,extreme,0.8579818945860562,0.07562923242223642,29.382606206286226
USDT,4.9,normal,2.7,0.07562885588526184,7.383418646639224
USDT,4.9,stress,1.365742338880076,0.07562885588559493,18.4585466166362
USDT,4.9,extreme,0.8535889618000471,0.07562885588558886,29.53367458661557
USDT,4.95,normal,2.7,0.07562847934773173,7.420993538913713
USDT,4.95,stress,1.358820378094021,0.07562847934786486,18.552483847287892
USDT,4.95,extreme,0.8492627363087114,0.07562847934784886,29.683974155656156
USDT,5.0,normal,2.7,0.07562810281032108,7.458379133415748
USDT,5.0,stress,1.3520024741298426,0.07562810281028567,18.645947833530013
USDT,5.0,extreme,0.845001546331132,0.075628102810274,29.833516533644104
USDT,5.05,normal,2.7,0.07231154429053928,7.770323115312085
USDT,5.05,stress,1.345286045063484,0.07562772627262833,18.73894565648786
USDT,5.05,extreme,0.8408037781646779,0.07562772627262587,29.982313050379595
USDT,5.1,normal,2.7,0.07659388097780873,7.702063020599432
USDT,5.1,stress,1.338668598224278,0.07562734976480526,18.83148422373386
USDT,5.1,extreme,0.8366678736143669,0.07562734973502519,30.130374756042084
USDT,5.15,normal,2.7,0.07562697319702495,7.569428107619748
USDT,5.15,stress,1.3321477240981023,0.07562697319731487,18.923570269084646
USDT,5.15,extreme,0.8325923275753072,0.07562697318738947,30.27771242605286
USDT,5.2,normal,2.7,0.07562659665973397,7.606084148214738
USDT,5.2,stress,1.3257210970595972,0.07562659665963385,19.015210370509802
USDT,5.2,extreme,0.8285756856621632,0.07562659665966898,30.424336592832933
USDT,5.25,normal,2.7,0.07562622012206523,7.642564377398438
USDT,5.25,stress,1.3193864674702536,0.07562622012160056,19.10641094331359
USDT,5.25,extreme,0.8246165421661129,0.07562622012201273,30.570257509572002
USDT,5.3,normal,2.7,0.07739952351224634,7.995912211462983
USDT,5.3,stress,1.3131416605567872,0.07562584358446722,19.197178252243553
USDT,5.3,extreme,0.8207135378500774,0.07562584358062319,30.715485201950372
USDT,5.35,normal,2.7,0.07562546704679411,7.715007365433622
USDT,5.35,stress,1.3069845728791134,0.07562546704418617,19.28751841285913
USDT,5.35,extreme,0.8168653580469437,0.07562546704670725,30.86002946169789
USDT,5.4,normal,2.7,0.07562509050895576,7.750974960704431
USDT,5.4,stress,1.3009131692882467,0.07562509050829211,19.377437401572305
USDT,5.4,extreme,0.8130707308049838,0.07562509050905102,31.003899842833317
USDT,5.45,normal,2.7,0.07562471397136217,7.7867764212464605
USDT,5.45,stress,1.2949254801655208,0.0756247139698391,19.466941052642024
USDT,5.45,extreme,0.8093284251002498,0.07562471397139743,31.147105684992237
USDT,5.5,normal,2.7,0.07739796839684997,8.145381449936892
USDT,5.5,stress,1.289019598669418,0.07562433743374791,19.556035070325446
USDT,5.5,extreme,0.8056372491684124,0.07562433743362365,31.289656112468283
USDT,5.55,normal,2.7,0.07562396089614838,7.857890010718875
USDT,5.55,stress,1.2831936782518967,0.07562396089608901,19.644725026781625
USDT,5.55,extreme,0.8019960489074371,0.07562396089608986,31.431560042850883
USDT,5.6,normal,2.7,0.07562358435848167,7.8932065482611184
USDT,5.6,stress,1.2774459301780652,0.07562358435843655,19.73301637064077
USDT,5.6,extreme,0.7984037063613105,0.07562358435839159,31.57282619300567
USDT,5.65,normal,2.7,0.07562320782039865,7.928365771463606
USDT,5.65,stress,1.2717746212431733,0.07562320782078041,19.820914428705386
USDT,5.65,extreme,0.7948591382772919,0.07562320782056642,31.71346308582656
USDT,5.7,normal,2.7,0.07173046903115586,8.65813510945212
USDT,5.7,stress,1.2661780715710174,0.07562283128310754,19.90842441018271
USDT,5.7,extreme,0.7913612947319009,0.07562283128313578,31.853479056303623
USDT,5.75,normal,2.7,0.07562245474552116,7.998220564128282
USDT,5.75,stress,1.260654652535457,0.07562245474156537,19.995551409069297
USDT,5.75,extreme,0.7879091578265582,0.07562245474547508,31.99288225649391
USDT,5.8,normal,2.7,0.0773956357233103,8.364578846056533
USDT,5.8,stress,1.255202784705714,0.07562207820669788,20.082300413428868
USDT,5.8,extreme,0.784501740440417,0.07562207820704178,32.13168066165911
USDT,5.85,normal,2.7,0.06872191306334624,8.299734910939678
USDT,5.85,stress,1.249820936068289,0.07562170167016963,20.1686762980255
USDT,5.85,extreme,0.781138085042713,0.07562170167015939,32.26988207683509
USDT,5.9,normal,2.7,0.07562132513252322,8.101873534640951
USDT,5.9,stress,1.2445076201068626,0.07562132513251645,20.25468383660119
USDT,5.9,extreme,0.7778172625668209,0.07562132513245931,32.40749413853609
USDT,5.95,normal,2.7,0.07155554727994073,8.353775494326745
USDT,5.95,stress,1.239261394122835,0.07562094859277162,20.340327701484664
USDT,5.95,extreme,0.7745383713411373,0.07562094858972006,32.54452432045858
USDT,6.0,normal,2.7,0.07562057205712783,8.170244987587704
USDT,6.0,stress,1.2340808575845688,0.07562057205724317,20.425612468984447
USDT,6.0,extreme,0.7713005359902495,0.07562057205720295,32.68097995036223
USDT,6.05,normal,2.7,0.07562019551950024,8.204217046750303
USDT,6.05,stress,1.2289646505645986,0.07562019551358112,20.510542615103002
USDT,6.05,extreme,0.7681029065969219,0.07562019551956196,32.81686818701462
USDT,6.1,normal,2.7,0.076022415377363,8.760519574345794
USDT,6.1,stress,1.223911452194137,0.07561981898033236,20.5951225324258
USDT,6.1,extreme,0.7649446576210968,0.07561981898110075,32.9521960522264
USDT,6.15,normal,2.7,0.07739291427156207,8.613261652674739
USDT,6.15,stress,1.218919979311337,0.07561944244424476,20.679356514436133
USDT,6.15,extreme,0.7618249870695848,0.07561944244424526,33.086970423098066
USDT,6.2,normal,2.7,0.07739252549241622,8.648204034070595
USDT,6.2,stress,1.2139889850234595,0.07561906590659176,20.763248771742486
USDT,6.2,extreme,0.7587431156397199,0.07561906590657391,33.221198034777615
USDT,6.25,normal,2.7,0.07561868936876165,8.338721372129779
USDT,6.25,stress,1.2091172574188445,0.07561868936886462,20.846803430322698
USDT,6.25,extreme,0.7556982858870197,0.07561868936818146,33.354885488204296
USDT,6.3,normal,2.7,0.06888021464653442,8.328547780206335
USDT,6.3,stress,1.2043036183187226,0.07561831283128796,20.930024533418877
USDT,6.3,extreme,0.7526897614493537,0.07561831283105898,33.488039253362025
USDT,6.35,normal,2.7,0.07561793629364331,8.405166417633746
USDT,6.35,stress,1.1995469227421862,0.07561793638119244,21.012916056763736
USDT,6.35,extreme,0.7497168262982643,0.07561793629356069,33.62066567049728
USDT,6.4,normal,2.7,0.0756175597559528,8.43819273903176
USDT,6.4,stress,1.1948460544351323,0.0756175597559799,21.09548184758367
USDT,6.4,extreme,0.7467787840219551,0.07561755975597588,33.75277095613219
USDT,6.45,normal,2.7,0.07588306835137815,8.523528163371093
USDT,6.45,stress,1.1901999314232223,0.07561718321832545,21.177725753438082
USDT,6.45,extreme,0.7438749571395146,0.0756171832183221,33.8843612054994
USDT,6.5,normal,2.7,0.07045673864749241,8.422884435304118
USDT,6.5,stress,1.1856074983121265,0.07561680668025135,21.259651497341277
USDT,6.5,extreme,0.7410046864446597,0.07561680668066724,34.015442395952384
USDT,6.55,normal,2.7,0.07738980404028556,8.888955508942857
USDT,6.55,stress,1.1810677286028006,0.07561643014301257,21.341262743801767
USDT,6.55,extreme,0.7381673303767473,0.07561643014301449,34.146020390083834
USDT,6.6,normal,2.7,0.07561605360538416,8.569025234705835
